ticker,cik,company_name,exchange,event_type,seed_event_date,label_quality,announcement_url,cik_source,acquirer,acquirer_name,announcement_ts,announcement_source,audited_announcement_ts,audit_status,audit_score,audit_hits,audit_form,audit_accession,audit_document_url
FORA,0001829280,Forian Inc,,ACQUISITION,2026-05-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,2025 Acquisition Company LLC,2026-05-14 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-04-03 13:06:29+00:00,sec_candidate,15.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|tender\s+offer|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001140361-26-013124,https://www.sec.gov/Archives/edgar/data/1829280/000114036126013124/ef20069813_8k.htm
MPX,0001129155,Marine Products Corp,,ACQUISITION,2026-05-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,MCFT,Mastercraft Boat Holdings Inc,2026-05-14 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-05 12:46:12+00:00,sec_candidate,7.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|acquirer_name,8-K,0001104659-26-010656,https://www.sec.gov/Archives/edgar/data/1129155/000110465926010656/tm265315d1_8k.htm
TPH,0001561680,Tri Pointe Homes Inc,,ACQUISITION,2026-05-13,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,SMFRF,Sumitomo Forestry Co Ltd.,2026-05-13 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-13 12:45:21+00:00,sec_candidate,15.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|acquisition\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-049867,https://www.sec.gov/Archives/edgar/data/1561680/000119312526049867/d75298d8k.htm
CSGS,0001005757,Csg Systems International Inc,,ACQUISITION,2026-05-13,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,NECPY,Nec Corp,2026-05-13 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-10-29 10:06:48+00:00,sec_candidate,4.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement,8-K,0001193125-25-254538,https://www.sec.gov/Archives/edgar/data/1005757/000119312525254538/d939238d8k.htm
SNCY,0001743907,Sun Country Airlines Holdings Inc,,ACQUISITION,2026-05-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,ALGT,Allegiant Travel Co.,2026-05-12 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-01-12 14:11:05+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-009914,https://www.sec.gov/Archives/edgar/data/1743907/000119312526009914/d20291d8k.htm
UDMY,0001607939,Udemy Inc,,ACQUISITION,2026-05-11,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,COUR,Coursera Inc,2026-05-11 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-17 12:45:50+00:00,sec_candidate,10.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|acquirer_symbol,8-K,0001193125-25-321719,https://www.sec.gov/Archives/edgar/data/1607939/000119312525321719/d41058d8k.htm
KZR,0001645666,Kezar Life Sciences Inc,,ACQUISITION,2026-05-11,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,AUPH,Aurinia Pharmaceuticals Inc,2026-05-11 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-03-12 13:11:56+00:00,sec_candidate,8.0,definitive\s+agreement|change\s+of\s+control|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001628280-26-017046,https://www.sec.gov/Archives/edgar/data/1645666/000162828026017046/kzr-20260306.htm
EWCZ,0001856236,European Wax Center Inc,,ACQUISITION,2026-05-08,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,General Atlantic,2026-05-08 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-10 12:08:11+00:00,sec_candidate,15.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|acquisition\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-043656,https://www.sec.gov/Archives/edgar/data/1856236/000119312526043656/d71794d8k.htm
CTLP,0000896429,Cantaloupe Inc,,ACQUISITION,2026-05-07,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,365 Retail Markets LLC,2026-05-07 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-02-05 21:04:04+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001628280-25-004018,https://www.sec.gov/Archives/edgar/data/896429/000162828025004018/usat-20250131.htm
CTRA,0000858470,Coterra Energy Inc,,ACQUISITION,2026-05-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,DVN,Devon Energy Corp,2026-05-06 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-02 13:12:37+00:00,sec_candidate,14.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|acquirer_symbol|item_1_01_transaction,8-K,0001104659-26-008979,https://www.sec.gov/Archives/edgar/data/858470/000110465926008979/tm264761d1_8k.htm
PKST,0001600626,Peakstone Realty Trust,,ACQUISITION,2026-05-05,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BAM,Brookfield Asset Management Ltd.,2026-05-05 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-02 14:27:10+00:00,sec_candidate,10.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001140361-26-003102,https://www.sec.gov/Archives/edgar/data/1600626/000114036126003102/ef20064511_8k.htm
UHG,0001830188,United Homes Group Inc,,ACQUISITION,2026-05-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Stanley Martin Homes,2026-05-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-10-01 20:36:47+00:00,sec_candidate,4.0,definitive\s+agreement|change\s+of\s+control,8-K,0001830188-25-000066,https://www.sec.gov/Archives/edgar/data/1830188/000183018825000066/uhg-20250929.htm
FARM,0000034563,Farmer Brothers Co.,,ACQUISITION,2026-05-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Royal Cup Coffee & Tea,2026-05-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-03-04 21:15:41+00:00,sec_candidate,10.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001104659-26-023464,https://www.sec.gov/Archives/edgar/data/34563/000110465926023464/tm267957d1_8k.htm
TERN,0001831363,Terns Pharmaceuticals Inc,,ACQUISITION,2026-05-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,MRK,Merck & Co Inc,2026-05-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-03-25 11:17:09+00:00,sec_candidate,15.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|tender\s+offer|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-122785,https://www.sec.gov/Archives/edgar/data/1831363/000119312526122785/d86253d8k.htm
STKL,0000351834,Sunopta Inc,,ACQUISITION,2026-05-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Refresco Group Nv,2026-05-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-06 14:26:45+00:00,sec_candidate,10.0,definitive\s+agreement|change\s+of\s+control|acquisition\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001062993-26-000660,https://www.sec.gov/Archives/edgar/data/351834/000106299326000660/form8k.htm
LNKB,0001756701,Linkbancorp Inc,,ACQUISITION,2026-05-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BHRB,Burke & Herbert Financial Services Corp,2026-05-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-18 21:18:16+00:00,sec_candidate,14.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|acquirer_symbol|item_1_01_transaction,8-K,0001193125-25-324855,https://www.sec.gov/Archives/edgar/data/1756701/000119312525324855/d937303d8k.htm
GDEN,0001071255,Golden Entertainment Inc,,ACQUISITION,2026-04-29,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,VICI,Vici Properties Inc,2026-04-29 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-06 13:02:56+00:00,sec_candidate,4.0,acquirer_name|acquirer_symbol,8-K,0001071255-25-000109,https://www.sec.gov/Archives/edgar/data/1071255/000107125525000109/gden-20251106.htm
EM,0001834253,Smart Share Global Ltd.,,ACQUISITION,2026-04-28,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Mobile Charging Investment Limited,2026-04-28 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,,no_candidate_filings,,,,,
ACLX,0001786205,Arcellx Inc,,ACQUISITION,2026-04-28,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,GILD,Gilead Sciences Inc,2026-04-28 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-23 21:05:25+00:00,sec_candidate,17.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|tender\s+offer|acquisition\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-063955,https://www.sec.gov/Archives/edgar/data/1786205/000119312526063955/d112937d8k.htm
FOLD,0001178879,Amicus Therapeutics Inc,,ACQUISITION,2026-04-27,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BMRN,Biomarin Pharmaceutical Inc,2026-04-27 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-05-01 10:00:38+00:00,sec_candidate,8.0,definitive\s+agreement|change\s+of\s+control|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001104659-25-042841,https://www.sec.gov/Archives/edgar/data/1178879/000110465925042841/tm2513759d1_8k.htm
SEMR,0001831840,Semrush Holdings Inc,,ACQUISITION,2026-04-27,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,ADBE,Adobe Inc,2026-04-27 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-19 13:27:58+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0000950103-25-014983,https://www.sec.gov/Archives/edgar/data/1831840/000095010325014983/dp237534_8k.htm
DAWN,0001845337,Day One Biopharmaceuticals Inc,,ACQUISITION,2026-04-23,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Servier Pharmaceuticals LLC,2026-04-23 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-13 11:46:24+00:00,sec_candidate,12.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|tender\s+offer|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001104659-25-110812,https://www.sec.gov/Archives/edgar/data/1845337/000110465925110812/tm2531072d1_8k.htm
DHIL,0000909108,Diamond Hill Investment Group Inc,,ACQUISITION,2026-04-21,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,First Eagle Investment Management LLC,2026-04-21 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-02-17 21:28:01+00:00,sec_candidate,9.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name,8-K,0000950103-26-002190,https://www.sec.gov/Archives/edgar/data/909108/000095010326002190/dp241661_8k.htm
HTBK,0001053352,Heritage Commerce Corp,,ACQUISITION,2026-04-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CVBF,Cvb Financial Corp,2026-04-20 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-17 22:01:38+00:00,sec_candidate,6.0,merger\s+agreement|acquirer_name|acquirer_symbol,8-K,0001104659-25-122098,https://www.sec.gov/Archives/edgar/data/1053352/000110465925122098/tm2533554d1_8k.htm
MRCC,0001512931,Monroe Capital Corp,,ACQUISITION,2026-04-14,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,HRZN,Horizon Technology Finance Corp,2026-04-14 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-16 21:44:15+00:00,sec_candidate,5.0,definitive\s+agreement|acquirer_name,8-K,0001512931-25-000079,https://www.sec.gov/Archives/edgar/data/1512931/000151293125000079/mrcc-20251210.htm
SEE,0001012100,Sealed Air Corp,,ACQUISITION,2026-04-08,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Cd&r,2026-04-08 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-17 12:04:28+00:00,sec_candidate,6.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|entered\s+into\s+.*(?:merger|acquisition),8-K,0001193125-25-321673,https://www.sec.gov/Archives/edgar/data/1012100/000119312525321673/d94971d8k.htm
AL,0001487712,Air Lease Corp,,ACQUISITION,2026-04-07,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,SSUMY,Sumitomo Corp,2026-04-07 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-10 22:25:19+00:00,sec_candidate,6.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|entered\s+into\s+.*(?:merger|acquisition),8-K,0001193125-25-274598,https://www.sec.gov/Archives/edgar/data/1487712/000119312525274598/d89006d8k.htm
HOLX,0000859737,Hologic Inc,,ACQUISITION,2026-04-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Tpg Capital Lp,2026-04-06 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-10-21 13:58:42+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-25-244423,https://www.sec.gov/Archives/edgar/data/859737/000119312525244423/d72397d8k.htm
SWKH,0001089907,Swk Holdings Corp,,ACQUISITION,2026-04-06,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,RWAY,Runway Growth Finance Corp,2026-04-06 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-10-09 21:27:26+00:00,sec_candidate,6.0,merger\s+agreement|acquirer_name|acquirer_symbol,8-K,0001552781-25-000315,https://www.sec.gov/Archives/edgar/data/1089907/000155278125000315/e25355_swkh-8k.htm
OS,0001889956,Onestream Inc,,ACQUISITION,2026-04-02,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Hg Capital,2026-04-02 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-01-06 22:20:37+00:00,sec_candidate,12.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|change\s+of\s+control|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001193125-26-004772,https://www.sec.gov/Archives/edgar/data/1889956/000119312526004772/d13008d8k.htm
TBHC,0001056285,Brand House Collective Inc,,ACQUISITION,2026-04-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,NXH,Neighborhood Intelligence Inc,2026-04-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-09-15 20:16:46+00:00,sec_candidate,4.0,definitive\s+agreement|change\s+of\s+control,8-K,0001437749-25-029062,https://www.sec.gov/Archives/edgar/data/1056285/000143774925029062/kirk20250909_8k.htm
BLFY,0001846017,Blue Foundry Bancorp,,ACQUISITION,2026-04-01,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,FULT,Fulton Financial Corp,2026-04-01 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-25 11:30:29+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-25-294478,https://www.sec.gov/Archives/edgar/data/1846017/000119312525294478/d922774d8k.htm
GLDD,0001372020,Great Lakes Dredge & Dock Corp,,ACQUISITION,2026-03-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Saltchuk Resources Inc,2026-03-31 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-10-27 20:11:53+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001193125-25-251593,https://www.sec.gov/Archives/edgar/data/1372020/000119312525251593/gldd-20251024.htm
ONTF,0001110611,On24 Inc,,ACQUISITION,2026-03-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Cvent LLC,2026-03-31 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-30 13:26:50+00:00,sec_candidate,7.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|acquirer_name,8-K,0001193125-25-335946,https://www.sec.gov/Archives/edgar/data/1110611/000119312525335946/d22803d8k.htm
FFWM,0001413837,First Foundation Inc,,ACQUISITION,2026-03-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,FSUN,Firstsun Capital Bancorp,2026-03-31 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-10-27 20:58:36+00:00,sec_candidate,7.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|acquirer_name,8-K,0001104659-25-102633,https://www.sec.gov/Archives/edgar/data/1413837/000110465925102633/tm2529539d1_8k.htm
UBFO,0001137547,United Security Bancshares,,ACQUISITION,2026-03-31,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CWBC,Community West Bancshares,2026-03-31 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-17 13:46:13+00:00,sec_candidate,14.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|acquirer_symbol|item_1_01_transaction,8-K,0001137547-25-000130,https://www.sec.gov/Archives/edgar/data/1137547/000113754725000130/ubfo-20251216.htm
DVS,0001542028,Dolly Varden Silver Corp,,ACQUISITION,2026-03-26,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CTGO,Contango Silver & Gold Inc,2026-03-26 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,,no_candidate_filings,,,,,
NGD,0000800166,New Gold Inc,,ACQUISITION,2026-03-23,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,CDE,Coeur Mining Inc,2026-03-23 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,,no_candidate_filings_in_window,,,,,
TGNA,0000039899,Tegna Inc,,ACQUISITION,2026-03-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,NXST,Nexstar Media Group Inc,2026-03-20 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-08-19 11:15:45+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001104659-25-080002,https://www.sec.gov/Archives/edgar/data/39899/000110465925080002/tm2523793d1_8k.htm
EXAS,0001124140,Exact Sciences Corp,,ACQUISITION,2026-03-20,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,ABT,Abbott Laboratories,2026-03-20 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-11-20 13:02:02+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-25-288896,https://www.sec.gov/Archives/edgar/data/1124140/000119312525288896/d38144d8k.htm
QIPT,0001540013,Quipt Home Medical Corp,,ACQUISITION,2026-03-17,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Kingswood Capital Management Lp,2026-03-17 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-08-12 21:00:58+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001558370-25-011243,https://www.sec.gov/Archives/edgar/data/1540013/000155837025011243/qipt-20250811x8k.htm
CFLT,0001699838,Confluent Inc,,ACQUISITION,2026-03-17,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,IBM,International Business Machines Corp,2026-03-17 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-08 08:12:54+00:00,sec_candidate,14.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|acquirer_symbol|item_1_01_transaction,8-K,0001104659-25-119081,https://www.sec.gov/Archives/edgar/data/1699838/000110465925119081/tm2532777d2_8k.htm
SGN,0001898474,Signing Day Sports Inc,,ACQUISITION,2026-03-16,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,AIB,Aib Data Centers Inc,2026-03-16 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-03-09 12:00:26+00:00,sec_candidate,3.0,business\s+combination\s+agreement|acquirer_symbol,8-K,0001213900-26-024925,https://www.sec.gov/Archives/edgar/data/1898474/000121390026024925/ea0280519-8k425_signing.htm
ALEX,0001545654,Alexander & Baldwin Inc,,ACQUISITION,2026-03-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Blackstone Real Estate Income Trust Inc,2026-03-12 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-12-09 06:31:06+00:00,sec_candidate,10.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001104659-25-119462,https://www.sec.gov/Archives/edgar/data/1545654/000110465925119462/tm2532987d1_8k.htm
IROQ,0001514743,If Bancorp Inc,,ACQUISITION,2026-03-12,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,-,Servbanc Holdco Inc,2026-03-12 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-09-16 21:20:14+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0000943374-25-000403,https://www.sec.gov/Archives/edgar/data/1514743/000094337425000403/form8k_091625-if.htm
EB,0001475115,Eventbrite Inc,,ACQUISITION,2026-03-09,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,BSP,Bending Spoons SpA,2026-03-09 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2025-08-07 20:08:42+00:00,sec_candidate,6.0,definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|item_1_01_transaction,8-K,0001475115-25-000105,https://www.sec.gov/Archives/edgar/data/1475115/000147511525000105/eb-20250806.htm
VTYX,0001851194,Ventyx Biosciences Inc,,ACQUISITION,2026-03-04,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,LLY,Eli Lilly & Co.,2026-03-04 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-01-07 22:02:49+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|entered\s+into\s+.*(?:merger|acquisition)|acquirer_name|item_1_01_transaction,8-K,0001193125-26-006520,https://www.sec.gov/Archives/edgar/data/1851194/000119312526006520/d98679d8k.htm
RAPT,0001673772,Rapt Therapeutics Inc,,ACQUISITION,2026-03-03,provisional_stockanalysis_action_date_not_first_announcement,https://stockanalysis.com/actions/acquisitions/,stockanalysis_company_page,GSK,Gsk PLC,2026-03-03 12:00:00+00:00,provisional_stockanalysis_action_date_not_first_announcement,2026-01-20 11:11:32+00:00,sec_candidate,13.0,agreement\s+and\s+plan\s+of\s+merger|merger\s+agreement|definitive\s+agreement|tender\s+offer|entered\s+into\s+.*(?:merger|acquisition)|acquirer_symbol|item_1_01_transaction,8-K,0001193125-26-015882,https://www.sec.gov/Archives/edgar/data/1673772/000119312526015882/d12800d8k.htm
